id,neg|score,neg|p-value,neg|fdr,neg|rank,neg|lfc,neg|goodsgrnacount,neg|goodsgrnaid,neg|goodsgrnalfc
TRADD,0.084279,0.27773,1,4400,-0.40555,3,HGLibA_51238;HGLibB_51174;HGLibB_51173;,-1.3975;-0.93998;-0.92808;
MESP2,0.0013247,0.017152,1,151,-0.40523,4,HGLibB_28878;HGLibB_28877;HGLibA_28919;HGLibA_28918;,-1.1794;-0.54361;-1.4668;-0.26685;
RRAGC,0.032541,0.17403,1,2144,-0.40515,5,HGLibA_42231;HGLibB_42176;HGLibA_42230;HGLibB_42177;HGLibB_42178;,-1.0531;-1.2665;-0.70022;-0.11009;-0.082411;
CBL,0.059924,0.23027,1,3416,-0.40501,5,HGLibB_07387;HGLibB_07388;HGLibA_07395;HGLibB_07389;HGLibA_07393;,-1.3113;-0.47231;-0.60304;-0.33772;-0.10176;
RPS28,0.044058,0.19146,1,2719,-0.40499,5,HGLibB_42077;HGLibA_42130;HGLibA_42131;HGLibA_42132;HGLibB_42078;,-5.3497;-0.52029;-0.45844;-0.35154;-0.089707;
LRRC4B,0.092637,0.29529,1,4747,-0.40495,4,HGLibB_27341;HGLibB_27340;HGLibA_27380;HGLibA_27379;,-0.72003;-0.4636;-0.46125;-0.34865;
RAD21,0.10507,0.31854,1,5221,-0.40483,3,HGLibA_40062;HGLibB_40013;HGLibB_40012;,-0.91517;-1.1951;-1.6498;
DIXDC1,0.00045763,0.0070031,1,63,-0.40455,6,HGLibB_13270;HGLibA_13287;HGLibB_13269;HGLibA_13288;HGLibA_13289;HGLibB_13271;,-1.0909;-1.7387;-0.37364;-0.33751;-0.43545;-0.1181;
HYDIN,0.14195,0.36996,1,6268,-0.40443,5,HGLibB_22418;HGLibA_22450;HGLibA_22448;HGLibB_22417;HGLibB_22419;,-1.2285;-1.1924;-0.54039;-0.26847;-0.027485;
CHAC1,0.024449,0.133,1,1756,-0.40439,4,HGLibB_09327;HGLibB_09326;HGLibB_09328;HGLibA_09334;,-1.1522;-1.0401;-0.58168;-0.22709;
GPR182,0.024491,0.13351,1,1761,-0.40439,4,HGLibA_19986;HGLibA_19987;HGLibB_19959;HGLibB_19958;,-0.72722;-0.96339;-1.0267;-0.081565;
PDZK1IP1,0.017186,0.11098,1,1320,-0.40409,5,HGLibA_35995;HGLibB_35948;HGLibA_35993;HGLibB_35946;HGLibA_35994;,-2.0832;-0.78559;-0.42632;-0.38187;-0.1158;
AKAP17A_X,0.0046392,0.056154,1,451,-0.40402,5,HGLibB_01418;HGLibA_01420;HGLibA_01421;HGLibB_01419;HGLibA_01422;,-0.82692;-0.65334;-0.51291;-0.20734;-0.29513;
LRRC10,0.022423,0.13071,1,1653,-0.40373,4,HGLibB_27209;HGLibB_27207;HGLibA_27247;HGLibB_27208;,-4.6994;-1.0967;-0.63501;-0.17245;
GPR12,0.085525,0.28051,1,4452,-0.40361,4,HGLibB_19842;HGLibB_19841;HGLibA_19870;HGLibA_19869;,-0.599;-0.82274;-0.54055;-0.26667;
MCM8,0.089268,0.28957,1,4602,-0.40353,5,HGLibB_28584;HGLibB_28585;HGLibA_28626;HGLibA_28625;HGLibB_28583;,-0.9185;-0.37532;-0.43174;-0.55607;-0.2364;
GSTP1,0.0017155,0.018969,1,201,-0.40333,6,HGLibB_20464;HGLibA_20493;HGLibB_20465;HGLibA_20494;HGLibB_20466;HGLibA_20492;,-1.0612;-1.3448;-0.36903;-0.43764;-0.34307;-0.34026;
GHSR,0.030296,0.16216,1,2032,-0.40315,4,HGLibB_19028;HGLibA_19051;HGLibA_19053;HGLibB_19026;,-1.1363;-2.4243;-0.47478;-0.33152;
GTDC2,0.21748,0.44463,1,8105,-0.40307,3,HGLibB_20488;HGLibB_20489;HGLibA_20517;,-1.272;-0.40307;-0.45123;
hsa-mir-520g,0.19728,0.27362,1,7618,-0.40302,1,HGLibA_61760;,-1.0458;
CDKN1A,0.061883,0.23406,1,3512,-0.40299,4,HGLibB_08814;HGLibB_08815;HGLibA_08822;HGLibB_08813;,-1.1339;-0.33335;-1.1237;-0.47263;
PSAT1,0.072921,0.25755,1,3970,-0.40285,4,HGLibB_38958;HGLibA_39007;HGLibA_39006;HGLibB_38957;,-0.86338;-0.62422;-0.99434;-0.18149;
ROCK2,0.10358,0.31403,1,5172,-0.40285,4,HGLibB_41696;HGLibB_41697;HGLibA_41748;HGLibA_41747;,-0.67754;-0.66644;-0.69795;-0.13927;
PODXL,0.014359,0.10207,1,1126,-0.40275,4,HGLibB_37410;HGLibA_37458;HGLibB_37409;HGLibA_37460;,-1.1497;-0.56353;-0.39069;-0.4148;
TNFRSF1A,0.014459,0.10223,1,1133,-0.40274,4,HGLibA_50772;HGLibB_50711;HGLibB_50710;HGLibB_50709;,-1.1601;-2.8389;-0.53584;-0.26963;
OR4C15,0.019335,0.11681,1,1463,-0.40267,5,HGLibA_33947;HGLibB_33902;HGLibA_33948;HGLibA_33946;HGLibB_33903;,-3.1558;-0.89543;-0.52932;-0.27603;-0.11034;
ZNF853,0.036829,0.17913,1,2365,-0.40243,4,HGLibA_56876;HGLibA_56875;HGLibB_56809;HGLibA_56874;,-1.051;-1.6477;-0.49833;-0.30653;
CLPSL1,0.10984,0.32811,1,5390,-0.40243,4,HGLibA_10107;HGLibA_10106;HGLibA_10108;HGLibB_10097;,-1.1915;-0.75222;-0.68076;-0.12409;
ROR1,0.034718,0.17533,1,2260,-0.40223,4,HGLibA_41768;HGLibB_41716;HGLibB_41717;HGLibA_41769;,-1.8801;-1.3785;-0.44191;-0.36255;
FAM114A2,0.034327,0.17533,1,2244,-0.40202,4,HGLibB_16011;HGLibA_16033;HGLibA_16034;HGLibB_16010;,-0.65434;-0.511;-0.73767;-0.29303;
ZNF516,0.10278,0.31346,1,5140,-0.40189,4,HGLibB_56076;HGLibB_56075;HGLibA_56144;HGLibB_56077;,-0.81517;-1.0898;-0.64003;-0.16376;
hsa-mir-3175,0.16206,0.33723,1,6762,-0.40189,2,HGLibA_58775;HGLibA_58774;,-1.2132;-1.5513;
ZNRF4,0.021271,0.12743,1,1589,-0.40174,5,HGLibB_56879;HGLibB_56880;HGLibA_56948;HGLibB_56881;HGLibA_56947;,-0.55589;-0.80719;-0.48359;-0.26469;-0.3199;
BAG2,0.01642,0.10994,1,1262,-0.40169,4,HGLibA_04077;HGLibB_04075;HGLibA_04078;HGLibA_04076;,-3.1921;-0.49687;-0.59249;-0.3065;
HARBI1,0.12122,0.34834,1,5739,-0.40159,5,HGLibA_20852;HGLibA_20853;HGLibA_20854;HGLibB_20825;HGLibB_20826;,-1.8801;-0.66131;-0.70434;-0.14186;-0.057615;
SIGLEC10,0.013658,0.086618,1,1089,-0.40154,3,HGLibA_44125;HGLibB_44072;HGLibA_44127;,-1.0778;-0.40154;-0.6232;
MLEC,0.045501,0.1983,1,2790,-0.40146,6,HGLibA_29370;HGLibB_29328;HGLibB_29329;HGLibB_29327;HGLibA_29369;HGLibA_29368;,-1.5087;-0.48161;-0.44966;-0.35326;-0.31029;-0.17056;
C15orf27,0.24055,0.49476,1,8684,-0.40146,4,HGLibA_05381;HGLibB_05376;HGLibA_05382;HGLibA_05380;,-1.1162;-0.74645;-0.66582;-0.1371;
hsa-mir-5186,0.023423,0.11412,1,1697,-0.40143,2,HGLibA_61635;HGLibA_61637;,-3.0871;-0.85851;
TMEM244,0.15904,0.39082,1,6679,-0.40134,4,HGLibB_50236;HGLibA_50298;HGLibB_50237;HGLibA_50297;,-0.52719;-1.3497;-0.31018;-0.49249;
hsa-mir-378i,0.244,0.4264,1,8775,-0.40125,3,HGLibA_59460;HGLibA_59462;HGLibA_59463;,-0.53445;-0.36065;-0.44185;
SPI1,0.12029,0.34766,1,5714,-0.40115,4,HGLibB_46596;HGLibA_46652;HGLibB_46594;HGLibB_46595;,-1.9497;-0.8983;-0.76455;-0.037744;
HTR7,0.030718,0.16762,1,2048,-0.40111,4,HGLibA_22405;HGLibB_22372;HGLibA_22403;HGLibA_22404;,-2.0677;-0.35253;-1.2492;-0.44968;
TRAPPC5,0.064906,0.24118,1,3644,-0.40106,4,HGLibB_51264;HGLibB_51265;HGLibB_51263;HGLibA_51327;,-0.73239;-0.48747;-0.47176;-0.33035;
NADK,0.0054268,0.059203,1,519,-0.40074,4,HGLibA_31045;HGLibB_31002;HGLibB_31004;HGLibB_31003;,-1.8263;-1.8023;-0.58178;-0.21969;
hsa-mir-3197,0.3082,0.48707,1,10352,-0.40072,2,HGLibA_58887;HGLibA_58886;,-1.0968;-1.0733;
hsa-mir-4257,0.25123,0.43275,1,8951,-0.4004,4,HGLibA_59737;HGLibA_59735;HGLibA_59734;HGLibA_59736;,-1.5797;-0.53624;-0.26455;-0.21152;
hsa-mir-571,0.093381,0.24518,1,4771,-0.40037,3,HGLibA_62374;HGLibA_62376;HGLibA_62375;,-0.67047;-0.53358;-0.26716;
PRMT2,0.12039,0.34766,1,5719,-0.40034,4,HGLibA_38623;HGLibA_38622;HGLibA_38624;HGLibB_38573;,-0.83854;-0.59652;-0.8572;-0.20416;
SLC37A4,0.035973,0.17779,1,2324,-0.40033,4,HGLibB_45000;HGLibB_44998;HGLibA_45051;HGLibB_44999;,-1.1893;-0.73962;-0.37458;-0.42608;
LAMTOR5,0.086984,0.28608,1,4509,-0.40032,4,HGLibA_26000;HGLibA_26001;HGLibB_25965;HGLibA_26002;,-1.3554;-0.44394;-0.58063;-0.3567;
SLC2A12,0.052452,0.21795,1,3111,-0.40025,4,HGLibA_44860;HGLibB_44807;HGLibA_44861;HGLibB_44808;,-1.5141;-0.42106;-0.385;-0.41551;
FCHO1,0.022222,0.13018,1,1645,-0.40023,4,HGLibB_17180;HGLibB_17181;HGLibB_17182;HGLibA_17204;,-5.3749;-0.89618;-0.52755;-0.2729;
hsa-mir-4752,0.031831,0.12973,1,2099,-0.40018,3,HGLibA_61104;HGLibA_61106;HGLibA_61107;,-0.45807;-0.55523;-0.34229;
JAZF1,0.12889,0.35476,1,5936,-0.40016,5,HGLibB_23907;HGLibA_23940;HGLibA_23939;HGLibA_23941;HGLibB_23905;,-0.59787;-0.93058;-0.82073;-0.20244;-0.052386;
RAD51,0.087352,0.28717,1,4525,-0.39988,5,HGLibA_40078;HGLibA_40077;HGLibA_40079;HGLibB_40028;HGLibB_40027;,-1.0346;-0.76343;-0.55992;-0.23984;-0.166;
PLBD1,0.10432,0.31854,1,5202,-0.39976,4,HGLibA_36972;HGLibB_36926;HGLibA_36971;HGLibB_36925;,-0.79904;-2.3363;-0.57384;-0.22568;
SLC38A10,0.0037114,0.053125,1,371,-0.39962,5,HGLibA_45058;HGLibB_45005;HGLibB_45006;HGLibA_45057;HGLibB_45004;,-0.96664;-0.6754;-0.46735;-0.33189;-0.14696;
INSM1,0.047891,0.20227,1,2899,-0.39945,4,HGLibA_23395;HGLibA_23393;HGLibB_23362;HGLibA_23394;,-0.68227;-0.60927;-0.67577;-0.18963;
GOLT1A,0.064164,0.24023,1,3603,-0.39927,4,HGLibA_19664;HGLibB_19634;HGLibA_19663;HGLibA_19662;,-1.0408;-0.35452;-0.44403;-0.55246;
hsa-mir-521-2,0.21145,0.36031,1,7968,-0.39927,2,HGLibA_61769;HGLibA_61772;,-0.90215;-0.39927;
hsa-mir-4481,0.3488,0.52595,1,11333,-0.39924,3,HGLibA_60343;HGLibA_60342;HGLibA_60341;,-0.6941;-0.68242;-0.11607;
MME,0.011895,0.083295,1,981,-0.39916,3,HGLibA_29468;HGLibA_29469;HGLibB_29428;,-1.684;-1.2155;-0.7994;
NACAD,0.012125,0.08384,1,996,-0.39879,4,HGLibB_30994;HGLibB_30993;HGLibA_31036;HGLibA_31035;,-0.99894;-0.79416;-0.4981;-0.29947;
ZNF154,0.046683,0.20004,1,2842,-0.39875,4,HGLibB_55433;HGLibA_55502;HGLibB_55435;HGLibA_55501;,-0.72604;-0.77534;-0.48828;-0.30923;
C15orf53,0.076832,0.26773,1,4124,-0.39875,4,HGLibA_05412;HGLibB_05406;HGLibA_05410;HGLibB_05408;,-0.6931;-0.47107;-0.32642;-0.47541;
KRAS,0.0059031,0.061263,1,552,-0.39855,5,HGLibB_25348;HGLibA_25383;HGLibB_25349;HGLibB_25347;HGLibA_25385;,-0.78983;-1.368;-0.5496;-0.24751;-0.11252;
BCDIN3D,0.080321,0.27323,1,4248,-0.39855,4,HGLibB_04271;HGLibA_04271;HGLibA_04272;HGLibB_04269;,-1.2082;-0.96539;-0.59811;-0.199;
RNF222,0.067918,0.24297,1,3765,-0.39845,3,HGLibA_41644;HGLibB_41592;HGLibA_41642;,-0.9967;-0.80607;-1.0334;
GIMAP1-GIMAP5,0.17175,0.38691,1,6996,-0.39842,4,HGLibB_19047;HGLibA_19073;HGLibB_19048;HGLibA_19074;,-0.41701;-0.40376;-0.39842;-0.084521;
PTX3,0.21687,0.46477,1,8089,-0.39839,6,HGLibA_39570;HGLibA_39571;HGLibB_39520;HGLibA_39572;HGLibB_39521;HGLibB_39522;,-0.82182;-1.1138;-0.65115;-0.14563;-0.064311;-0.028182;
C19orf82,0.053485,0.21878,1,3156,-0.3983,4,HGLibB_05712;HGLibA_05716;HGLibA_05718;HGLibB_05713;,-0.39499;-0.71244;-0.40194;-0.4016;
LYRM9,0.069175,0.24732,1,3814,-0.39826,4,HGLibB_27719;HGLibA_27762;HGLibA_27760;HGLibB_27720;,-0.55829;-0.49165;-0.69163;-0.30488;
C11orf80,0.021752,0.12909,1,1622,-0.39805,4,HGLibA_05186;HGLibB_05183;HGLibB_05184;HGLibA_05188;,-0.698;-0.72967;-0.73255;-0.098109;
GSTM5,0.039291,0.16904,1,2491,-0.39788,3,HGLibA_20483;HGLibA_20484;HGLibB_20457;,-1.5292;-0.61749;-0.39788;
hsa-mir-548ao,0.11025,0.27007,1,5404,-0.39784,3,HGLibA_61907;HGLibA_61910;HGLibA_61908;,-0.6044;-0.98571;-0.19127;
UCP2,0.023507,0.13176,1,1701,-0.39744,4,HGLibB_52770;HGLibA_52834;HGLibB_52769;HGLibA_52833;,-1.9897;-0.61175;-0.47065;-0.32424;
TRUB2,0.085612,0.28051,1,4455,-0.39735,5,HGLibA_51805;HGLibB_51739;HGLibA_51806;HGLibB_51740;HGLibA_51804;,-0.92789;-0.39314;-0.75951;-0.40155;-0.051926;
TAS2R16,0.032792,0.17436,1,2160,-0.39722,4,HGLibA_48374;HGLibB_48315;HGLibA_48376;HGLibB_48316;,-1.1236;-0.8306;-0.68883;-0.1056;
TMCO6,0.036162,0.17811,1,2331,-0.39721,4,HGLibA_49796;HGLibA_49795;HGLibB_49736;HGLibB_49737;,-1.0668;-0.49961;-0.29482;-0.58205;
ARID4A,0.031998,0.17374,1,2113,-0.39694,4,HGLibB_02899;HGLibA_02899;HGLibB_02897;HGLibA_02901;,-0.99156;-1.0293;-0.25915;-0.53473;
NBPF9,0.20914,0.43609,1,7917,-0.39694,3,HGLibA_31244;HGLibA_31245;HGLibB_31204;,-0.67154;-0.55757;-0.39694;
hsa-mir-5691,0.079906,0.22805,1,4234,-0.39664,3,HGLibA_62284;HGLibA_62282;HGLibA_62285;,-0.82583;-0.61695;-0.17633;
BCL2A1,0.013469,0.091166,1,1077,-0.39646,5,HGLibB_04298;HGLibA_04300;HGLibA_04298;HGLibB_04297;HGLibA_04299;,-0.68696;-0.40831;-0.3846;-0.34693;-0.63267;
YPEL2,0.023755,0.13241,1,1717,-0.39642,6,HGLibB_54641;HGLibA_54710;HGLibA_54709;HGLibB_54642;HGLibA_54708;HGLibB_54643;,-0.81681;-0.88466;-0.49072;-0.22957;-0.16977;-0.30212;
PPAP2C,0.12704,0.35273,1,5889,-0.3964,4,HGLibB_37774;HGLibA_37822;HGLibA_37823;HGLibA_37821;,-3.0752;-0.52135;-0.84466;-0.27145;
GIGYF1,0.014352,0.10184,1,1125,-0.39637,4,HGLibB_19038;HGLibB_19039;HGLibA_19063;HGLibB_19040;,-2.1947;-0.79542;-0.42971;-0.36302;
CHST8,0.034301,0.17533,1,2241,-0.39632,5,HGLibB_09639;HGLibB_09640;HGLibA_09649;HGLibA_09650;HGLibB_09641;,-0.78566;-0.55142;-0.65777;-0.23472;-0.24121;
ACOT12,0.029663,0.15388,1,2000,-0.39614,5,HGLibB_00472;HGLibB_00473;HGLibB_00474;HGLibA_00472;HGLibA_00473;,-1.0219;-0.78881;-0.35801;-0.43427;-0.13787;
HSPB7,0.046038,0.19897,1,2815,-0.3961,5,HGLibB_22286;HGLibA_22315;HGLibA_22317;HGLibB_22288;HGLibA_22316;,-1.2393;-0.92375;-0.31;-0.4822;-0.097424;
C2CD2,0.1458,0.37297,1,6366,-0.39606,4,HGLibA_06086;HGLibA_06085;HGLibB_06083;HGLibB_06082;,-1.4371;-0.70179;-0.76321;-0.09034;
CENPT,0.019233,0.11656,1,1460,-0.39598,4,HGLibA_09087;HGLibB_09078;HGLibB_09079;HGLibA_09085;,-1.4272;-1.478;-0.36824;-0.42372;
UBE2Z,0.055535,0.22278,1,3235,-0.3958,5,HGLibB_52610;HGLibB_52611;HGLibA_52676;HGLibA_52674;HGLibA_52675;,-1.5761;-0.58497;-0.88671;-0.20664;-0.06661;
DES,0.0071053,0.064366,1,657,-0.39562,6,HGLibA_13004;HGLibB_12986;HGLibA_13003;HGLibB_12987;HGLibA_13005;HGLibB_12985;,-1.7473;-0.46465;-1.6356;-0.32659;-0.28055;-0.15853;
CHRM2,0.091329,0.29284,1,4680,-0.39556,5,HGLibB_09541;HGLibB_09542;HGLibA_09551;HGLibA_09550;HGLibB_09540;,-1.1099;-0.84317;-0.58623;-0.20489;-0.010903;
SRSF1,0.33326,0.59017,1,10952,-0.39553,4,HGLibA_47061;HGLibB_47003;HGLibA_47059;HGLibB_47002;,-0.887;-0.72804;-0.58338;-0.20767;
GCA,0.0099213,0.076574,1,853,-0.39541,4,HGLibA_18758;HGLibA_18757;HGLibA_18759;HGLibB_18734;,-1.0042;-1.6638;-0.69893;-0.0919;
RNF2,0.0094231,0.07574,1,824,-0.39527,4,HGLibA_41607;HGLibA_41606;HGLibB_41555;HGLibB_41554;,-1.1645;-1.0036;-0.45375;-0.3368;
hsa-mir-193b,0.082277,0.23255,1,4331,-0.39519,3,HGLibA_58075;HGLibA_58077;HGLibA_58078;,-0.72616;-0.8298;-0.064209;
CCDC8,0.035065,0.17629,1,2274,-0.39507,4,HGLibB_07866;HGLibA_07875;HGLibA_07874;HGLibB_07868;,-1.1795;-0.82918;-0.63143;-0.15871;
CDKN1C,0.024,0.13241,1,1731,-0.39491,4,HGLibA_08826;HGLibB_08819;HGLibA_08828;HGLibA_08827;,-1.202;-0.63637;-0.64714;-0.15346;
DUSP8,0.028325,0.1523,1,1932,-0.39488,4,HGLibB_14170;HGLibA_14192;HGLibA_14194;HGLibA_14193;,-1.5167;-0.69295;-0.73789;-0.096817;
PSMA2,0.051033,0.2153,1,3045,-0.39472,4,HGLibA_39074;HGLibB_39024;HGLibB_39025;HGLibA_39072;,-0.45197;-0.33746;-0.69844;-1.0914;
NFE2L3,0.098643,0.30426,1,4982,-0.39463,5,HGLibA_31796;HGLibB_31754;HGLibA_31797;HGLibB_31755;HGLibA_31798;,-1.301;-0.87455;-0.37846;-0.41081;-0.084399;
hsa-mir-4634,0.25254,0.43275,1,8990,-0.39463,2,HGLibA_60641;HGLibA_60642;,-1.8536;-1.2026;
TRIM6-TRIM34,0.073904,0.24028,1,4014,-0.39451,4,HGLibA_51562;HGLibA_51561;HGLibB_51496;HGLibB_51498;,-0.48202;-0.39451;-0.65558;-0.018157;
RBM14,0.028399,0.1523,1,1939,-0.39431,4,HGLibB_40433;HGLibA_40486;HGLibA_40485;HGLibA_40484;,-0.5447;-0.89993;-1.4814;-0.24391;
PPP1R8,0.059655,0.22988,1,3403,-0.39429,4,HGLibB_38077;HGLibB_38076;HGLibA_38125;HGLibA_38124;,-0.53605;-0.52384;-0.75615;-0.26475;
CNTNAP3,0.012891,0.085352,1,1040,-0.39415,4,HGLibB_10414;HGLibA_10426;HGLibB_10415;HGLibA_10425;,-0.30723;-1.1262;-0.8038;-0.48108;
RAB1B,0.09196,0.29423,1,4720,-0.3941,5,HGLibA_39832;HGLibB_39781;HGLibB_39782;HGLibA_39831;HGLibB_39780;,-0.51515;-3.0062;-0.41424;-0.37395;-0.1746;
CA10,0.069933,0.24782,1,3847,-0.39401,4,HGLibA_06789;HGLibB_06783;HGLibB_06784;HGLibA_06788;,-0.65805;-0.38015;-0.40787;-0.44899;
APOL4,0.018868,0.11517,1,1436,-0.39392,4,HGLibB_02533;HGLibB_02535;HGLibA_02536;HGLibA_02535;,-1.2568;-0.72105;-1.2446;-0.066784;
INADL,0.064998,0.24118,1,3650,-0.39388,4,HGLibA_23272;HGLibA_23271;HGLibB_23240;HGLibA_23270;,-1.9625;-0.48538;-0.62328;-0.30238;
C3orf84,0.02877,0.1526,1,1959,-0.39383,5,HGLibB_06274;HGLibA_06279;HGLibA_06278;HGLibB_06273;HGLibA_06277;,-0.6219;-0.50608;-0.97018;-0.28158;-0.14055;
hsa-mir-4804,0.12024,0.29309,1,5712,-0.39382,3,HGLibA_61321;HGLibA_61320;HGLibA_61319;,-0.73465;-0.67069;-0.11695;
PDCD6IP,0.0090094,0.074665,1,796,-0.39345,4,HGLibA_35741;HGLibB_35695;HGLibB_35696;HGLibA_35742;,-0.97608;-0.45148;-0.33542;-0.56945;
RPL10L,0.0068788,0.063864,1,630,-0.3934,3,HGLibA_41858;HGLibA_41859;HGLibA_41860;,-2.2239;-2.4282;-1.0633;
GTPBP2,0.041662,0.18725,1,2611,-0.39332,4,HGLibA_20604;HGLibB_20577;HGLibB_20575;HGLibB_20576;,-2.5739;-0.92649;-0.74316;-0.043488;
BLOC1S4,0.080394,0.27323,1,4251,-0.39329,4,HGLibB_04565;HGLibA_04567;HGLibA_04565;HGLibB_04563;,-0.59345;-1.2244;-0.91286;-0.19313;
THEG,0.021484,0.12791,1,1601,-0.39327,6,HGLibB_49275;HGLibB_49276;HGLibA_49335;HGLibA_49333;HGLibB_49274;HGLibA_49334;,-0.47801;-1.3885;-0.36587;-0.42067;-0.11795;-0.099371;
TTC29,0.097768,0.30316,1,4944,-0.39322,5,HGLibB_52033;HGLibB_52034;HGLibB_52035;HGLibA_52098;HGLibA_52100;,-0.71508;-0.68183;-0.49134;-0.29511;-0.038973;
TBX20,0.045474,0.1983,1,2788,-0.39308,5,HGLibB_48601;HGLibA_48660;HGLibB_48599;HGLibA_48658;HGLibA_48659;,-0.76748;-0.70216;-1.0695;-0.083996;-0.041117;
CNR2,0.020834,0.12597,1,1558,-0.39307,4,HGLibB_10366;HGLibA_10377;HGLibA_10378;HGLibA_10376;,-0.93075;-0.66609;-0.77086;-0.12005;
TOM1,0.032889,0.17436,1,2169,-0.39292,4,HGLibA_50947;HGLibB_50882;HGLibA_50946;HGLibB_50883;,-1.6662;-0.63841;-0.48617;-0.29967;
PCDHB8,0.0077018,0.066425,1,698,-0.39291,4,HGLibA_35511;HGLibB_35464;HGLibA_35512;HGLibA_35510;,-0.85274;-0.7194;-0.89012;-0.066426;
KIF26A,0.076516,0.26773,1,4108,-0.39286,4,HGLibA_24915;HGLibB_24882;HGLibB_24881;HGLibA_24916;,-1.0527;-1.0208;-0.47784;-0.30787;
ZKSCAN1,0.10698,0.32149,1,5297,-0.39286,4,HGLibB_55277;HGLibB_55279;HGLibA_55344;HGLibB_55278;,-0.81134;-0.55398;-0.72424;-0.23174;
CLDND2,0.09357,0.2982,1,4776,-0.39275,4,HGLibB_09909;HGLibA_09918;HGLibA_09920;HGLibA_09919;,-0.9831;-0.52477;-0.67951;-0.26073;
CIZ1,0.069537,0.24732,1,3826,-0.39274,4,HGLibA_09752;HGLibB_09741;HGLibA_09750;HGLibA_09751;,-1.2024;-0.43714;-0.88115;-0.34834;
ELOVL2,0.054433,0.22042,1,3191,-0.39273,4,HGLibA_14960;HGLibA_14961;HGLibB_14937;HGLibB_14939;,-1.8811;-0.79058;-0.45093;-0.33453;
AMTN,0.0084087,0.07303,1,752,-0.39247,5,HGLibB_01837;HGLibB_01835;HGLibA_01839;HGLibB_01836;HGLibA_01838;,-1.064;-0.4079;-0.46539;-0.37705;-0.33744;
CALML5,0.059942,0.23027,1,3418,-0.39244,5,HGLibB_07031;HGLibA_07037;HGLibA_07038;HGLibA_07036;HGLibB_07032;,-0.93713;-1.0705;-0.34645;-0.43844;-0.086718;
GUF1,0.088952,0.28907,1,4593,-0.39228,5,HGLibB_20641;HGLibA_20670;HGLibA_20669;HGLibB_20643;HGLibB_20642;,-0.71178;-0.54958;-0.6575;-0.23499;-0.13358;
SDR42E1,0.0011317,0.016595,1,129,-0.39227,4,HGLibB_43113;HGLibB_43112;HGLibA_43167;HGLibA_43166;,-2.0448;-1.5539;-0.61524;-0.1693;
GUCY2D,0.028557,0.1523,1,1947,-0.39227,4,HGLibB_20637;HGLibA_20664;HGLibA_20663;HGLibB_20635;,-0.93771;-0.81592;-0.27706;-0.50748;
NPRL3,0.0059313,0.061263,1,556,-0.39199,4,HGLibA_32519;HGLibA_32520;HGLibB_32476;HGLibB_32475;,-3.7109;-0.60408;-0.86543;-0.17991;
MTG1,0.034323,0.17533,1,2243,-0.39195,4,HGLibB_30329;HGLibB_30328;HGLibB_30327;HGLibA_30370;,-0.62003;-0.58928;-0.40684;-0.37707;
CDHR1,0.0093681,0.07574,1,819,-0.39189,5,HGLibA_08697;HGLibB_08690;HGLibB_08691;HGLibA_08698;HGLibA_08699;,-0.69897;-0.40506;-0.37873;-1.4036;-0.29317;
RPS6KA5,0.02519,0.13379,1,1793,-0.39167,5,HGLibB_42117;HGLibA_42169;HGLibB_42116;HGLibA_42170;HGLibB_42118;,-0.38638;-1.6446;-0.43405;-0.39696;-0.0050251;
KCNJ4,0.10768,0.3233,1,5323,-0.39166,4,HGLibB_24244;HGLibB_24246;HGLibA_24280;HGLibA_24278;,-0.56439;-0.56336;-0.5338;-0.24952;
CCDC82,0.0067518,0.063864,1,619,-0.39164,5,HGLibA_07884;HGLibB_07876;HGLibB_07877;HGLibA_07883;HGLibB_07875;,-1.9999;-0.36253;-0.42076;-0.76559;-0.051779;
SIRPB1,0.021584,0.12811,1,1609,-0.39162,4,HGLibB_44152;HGLibB_44150;HGLibA_44203;HGLibA_44204;,-0.75192;-2.5894;-0.68653;-0.096718;
C14orf93,0.016324,0.10974,1,1256,-0.3915,5,HGLibB_05371;HGLibA_05374;HGLibA_05376;HGLibB_05372;HGLibB_05370;,-0.4579;-0.85575;-1.148;-0.32511;-0.22407;
hsa-mir-5191,0.091477,0.24281,1,4688,-0.39147,3,HGLibA_61682;HGLibA_61681;HGLibA_61684;,-1.2536;-0.35138;-0.43156;
hsa-mir-4505,0.15603,0.33324,1,6595,-0.39124,4,HGLibA_60447;HGLibA_60446;HGLibA_60445;HGLibA_60448;,-0.97257;-0.44376;-0.33872;-0.15113;
DUSP22,0.018693,0.11454,1,1419,-0.39117,5,HGLibA_14163;HGLibB_14141;HGLibA_14164;HGLibB_14142;HGLibA_14162;,-0.94702;-0.97589;-0.52082;-0.22372;-0.26151;
TAS2R30,0.018393,0.1143,1,1399,-0.39095,4,HGLibB_48327;HGLibB_48328;HGLibA_48388;HGLibA_48386;,-0.72947;-0.27101;-0.5109;-1.0934;
DPPA2,0.083853,0.27773,1,4387,-0.39035,4,HGLibA_13888;HGLibB_13866;HGLibB_13867;HGLibB_13865;,-2.0654;-0.47278;-0.4311;-0.3496;
RPS20,0.068461,0.24488,1,3788,-0.3903,4,HGLibB_42051;HGLibB_42052;HGLibA_42104;HGLibB_42050;,-0.74554;-0.52392;-0.73495;-0.25668;
