id,neg|score,neg|p-value,neg|fdr,neg|rank,neg|lfc,neg|goodsgrnacount,neg|goodsgrnaid,neg|goodsgrnalfc
HTRA3,2.36E-06,3.22E-05,0.69802,1,-1.5987,5,HGLibB_22383;HGLibA_22414;HGLibB_22381;HGLibA_22412;HGLibB_22382;,-2.055;-2.8165;-1.3218;-1.8755;-0.881;
COL20A1,1.57E-05,0.00029182,0.90484,2,0.062327,2,HGLibB_10526;HGLibB_10525;,-1.193;-1.5067;
RPL32,1.58E-05,0.00029365,0.90484,3,-2.3781,5,HGLibB_41887;HGLibB_41888;HGLibA_41941;HGLibA_41940;HGLibB_41886;,-2.0707;-2.6855;-2.7245;-2.6973;-1.0272;
GRM8,1.62E-05,0.00029365,0.90484,4,-0.80865,6,HGLibA_20363;HGLibA_20361;HGLibB_20334;HGLibB_20335;HGLibA_20362;HGLibB_20333;,-1.2887;-2.3517;-0.84537;-0.53125;-0.77193;-0.58578;
CAMSAP3,1.63E-05,0.00029365,0.90484,5,-0.17063,4,HGLibB_07108;HGLibA_07113;HGLibA_07111;HGLibA_07112;,-1.0894;-1.7204;-0.30136;-0.039909;
GBP2,2.51E-05,0.00035617,0.90484,6,0.23706,2,HGLibA_18730;HGLibB_18705;,-3.4615;-0.23771;
CORIN,2.75E-05,0.0003621,0.90484,7,-0.85942,5,HGLibA_10769;HGLibB_10760;HGLibA_10771;HGLibB_10758;HGLibA_10770;,-2.3269;-0.70972;-1.4663;-1.0091;-0.67032;
ATP6V0C,2.86E-05,0.00036484,0.90484,8,-1.7689,6,HGLibB_03712;HGLibB_03713;HGLibA_03714;HGLibA_03715;HGLibA_03716;HGLibB_03714;,-1.597;-3.2361;-5.3489;-1.1625;-1.9408;-0.32948;
SIN3B,3.61E-05,0.00037533,0.90484,9,-2.0267,5,HGLibA_44186;HGLibB_44134;HGLibA_44185;HGLibB_44133;HGLibB_44132;,-2.7356;-2.6548;-1.3986;-5.5282;-0.076357;
PSMD2,5.45E-05,0.00045108,0.962871,10,-1.1712,6,HGLibB_39117;HGLibB_39118;HGLibA_39166;HGLibA_39165;HGLibA_39167;HGLibB_39116;,-0.86498;-1.0434;-1.299;-1.3536;-1.345;-0.013851;
PLTP,6.99E-05,0.00058981,0.962871,11,-1.8275,6,HGLibB_37198;HGLibA_37246;HGLibA_37247;HGLibB_37196;HGLibB_37197;HGLibA_37245;,-0.90177;-1.5398;-2.1151;-3.7774;-2.5589;-0.62883;
GRAMD1A,7.54E-05,0.00060578,0.962871,12,-0.076496,3,HGLibB_20165;HGLibA_20194;HGLibA_20195;,-1.2494;-1.1407;-0.21358;
KIT,7.61E-05,0.00060806,0.962871,13,-0.71043,5,HGLibA_25014;HGLibB_24980;HGLibA_25016;HGLibA_25015;HGLibB_24982;,-1.8841;-0.70177;-0.7191;-1.8645;-0.41251;
COX6A2,7.74E-05,0.00062129,0.962871,14,-0.94127,5,HGLibB_10835;HGLibA_10844;HGLibA_10846;HGLibB_10833;HGLibA_10845;,-2.033;-1.0437;-3.6821;-0.83886;-0.11626;
PSMD3,0.00011933,0.0008887,1,15,-1.2536,6,HGLibA_39169;HGLibB_39119;HGLibB_39120;HGLibA_39170;HGLibB_39121;HGLibA_39168;,-2.1365;-1.3512;-1.156;-1.64;-0.63685;-0.62326;
HBA1,0.00012463,0.00093114,1,16,-0.50137,5,HGLibA_20906;HGLibB_20878;HGLibB_20879;HGLibA_20908;HGLibA_20907;,-1.3957;-1.054;-0.33475;-0.66798;-0.14379;
TGM5,0.00012499,0.00093114,1,17,-0.69239,6,HGLibA_49266;HGLibB_49205;HGLibB_49207;HGLibB_49206;HGLibA_49265;HGLibA_49264;,-1.5835;-1.5613;-0.79287;-0.51845;-0.59191;-0.43676;
PRKAR2B,0.00012562,0.00093114,1,18,0.04672,3,HGLibA_38529;HGLibA_38531;HGLibB_38481;,-1.8039;-0.32976;-0.062804;
MIEF2,0.00013104,0.0009389,1,19,-0.67845,4,HGLibB_29205;HGLibA_29245;HGLibB_29206;HGLibA_29246;,-1.7439;-2.5557;-0.94028;-0.41662;
PSTPIP1,0.00013183,0.00094346,1,20,-0.82928,6,HGLibB_39189;HGLibB_39188;HGLibA_39238;HGLibA_39237;HGLibB_39190;HGLibA_39239;,-3.8369;-1.0784;-0.98318;-0.67538;-0.38211;-0.50296;
MGEA5,0.00016338,0.0013624,1,21,-1.0377,5,HGLibA_29157;HGLibA_29156;HGLibB_29116;HGLibB_29115;HGLibB_29114;,-1.6279;-2.082;-0.90662;-0.58618;-1.1688;
CYP11A1,0.00016686,0.0013948,1,22,-0.75934,6,HGLibA_12053;HGLibA_12051;HGLibB_12039;HGLibB_12038;HGLibA_12052;HGLibB_12040;,-1.9549;-1.3248;-0.94782;-0.4889;-0.57086;-0.28971;
DHCR7,0.00017587,0.0014085,1,23,-0.12689,4,HGLibB_13076;HGLibA_13095;HGLibA_13094;HGLibB_13077;,-1.3265;-0.24817;-0.13618;-0.1176;
GRIN3B,0.00019071,0.0014874,1,24,-0.65974,4,HGLibA_20314;HGLibB_20285;HGLibB_20286;HGLibA_20313;,-2.0035;-0.87337;-1.5642;-0.44612;
TTN,0.00020295,0.0015714,1,25,-0.98248,5,HGLibB_52154;HGLibA_52220;HGLibB_52155;HGLibA_52219;HGLibA_52218;,-1.026;-0.94632;-1.0186;-3.6891;-0.57051;
NCKAP5,0.00022611,0.0017918,1,26,-0.49688,4,HGLibA_31316;HGLibA_31317;HGLibB_31275;HGLibB_31276;,-1.3434;-0.81444;-1.0015;-0.17932;
UBE2E1,0.00025428,0.0018287,1,27,-1.0237,6,HGLibA_52593;HGLibA_52595;HGLibB_52529;HGLibA_52594;HGLibB_52528;HGLibB_52530;,-1.4713;-1.5514;-0.66939;-1.0126;-1.0348;-0.32941;
PRDM16,0.00025446,0.0018287,1,28,-0.39594,3,HGLibA_38384;HGLibB_38334;HGLibA_38382;,-1.6372;-0.94998;-1.2944;
TMCO1,0.00025886,0.0018287,1,29,-0.50916,5,HGLibA_49780;HGLibA_49781;HGLibB_49720;HGLibB_49721;HGLibB_49722;,-1.48;-1.8446;-0.67202;-0.3463;-0.14234;
TIA1,0.00027635,0.0018589,1,30,-0.06149,4,HGLibA_49431;HGLibA_49430;HGLibB_49371;HGLibB_49369;,-2.5382;-0.39481;-0.083059;-0.039921;
CNIH3,0.00028222,0.0020158,1,31,-0.59343,4,HGLibB_10279;HGLibA_10290;HGLibA_10289;HGLibB_10278;,-2.3403;-2.2017;-0.93151;-0.25534;
SPOCK1,0.00029183,0.0020222,1,32,-0.89692,4,HGLibB_46690;HGLibA_46748;HGLibB_46691;HGLibA_46749;,-1.3321;-1.0596;-0.79394;-0.9999;
RPL13,0.00030583,0.0020528,1,33,-4.1066,4,HGLibB_41816;HGLibA_41869;HGLibB_41814;HGLibA_41867;,-4.8622;-3.3809;-5.1032;-4.8323;
SELO,0.00032659,0.0020806,1,34,-0.3971,4,HGLibB_43247;HGLibA_43301;HGLibB_43248;HGLibA_43302;,-1.7583;-0.90049;-0.64702;-0.14718;
RPL19,0.00033266,0.0020875,1,35,-1.2573,6,HGLibA_41891;HGLibA_41892;HGLibA_41893;HGLibB_41840;HGLibB_41839;HGLibB_41838;,-2.2757;-1.5609;-2.1387;-0.95366;-0.50509;-0.28087;
BCL2L11,0.00033822,0.0022016,1,36,-0.56321,6,HGLibB_04306;HGLibA_04308;HGLibB_04307;HGLibB_04305;HGLibA_04307;HGLibA_04309;,-0.57894;-0.65689;-0.51934;-0.54748;-0.58653;-0.50134;
EXOSC10,0.00034354,0.0024174,1,37,-1.0911,6,HGLibA_15771;HGLibA_15772;HGLibB_15751;HGLibB_15749;HGLibB_15750;HGLibA_15773;,-1.5807;-4.2707;-1.4889;-0.69322;-0.53982;-0.21137;
POLH,0.00036207,0.002458,1,38,-1.1427,4,HGLibB_37479;HGLibA_37529;HGLibA_37528;HGLibA_37527;,-1.2834;-1.002;-1.3928;-1.5526;
TAS2R3,0.00036839,0.0024644,1,39,-0.51545,6,HGLibA_48385;HGLibB_48324;HGLibA_48384;HGLibB_48325;HGLibA_48383;HGLibB_48326;,-1.0194;-0.27646;-0.89778;-0.56938;-0.46152;-0.35998;
ARHGDIG,0.00037151,0.0024781,1,40,-0.64438,4,HGLibB_02798;HGLibA_02801;HGLibA_02802;HGLibA_02800;,-1.4203;-1.5154;-0.93259;-0.35618;
GORASP2,0.00037683,0.0025392,1,41,-0.073491,3,HGLibB_19652;HGLibB_19653;HGLibA_19681;,-2.1017;-0.23637;-0.36255;
EN2,0.00038082,0.0025465,1,42,-0.89902,5,HGLibA_15102;HGLibA_15101;HGLibB_15078;HGLibB_15080;HGLibB_15079;,-1.7471;-1.4478;-1.1873;-0.61071;-0.24769;
TCF19,0.00038106,0.0025465,1,43,-0.69516,4,HGLibB_48707;HGLibB_48708;HGLibB_48709;HGLibA_48766;,-1.4837;-1.1525;-1.5033;-0.2378;
ADARB2,0.00038215,0.0025465,1,44,-0.69375,6,HGLibA_00875;HGLibB_00872;HGLibB_00873;HGLibA_00874;HGLibA_00876;HGLibB_00874;,-1.0492;-0.81167;-0.47561;-1.2055;-0.57584;-0.486;
SCUBE1,0.00038278,0.0025465,1,45,-0.57336,4,HGLibA_43071;HGLibB_43017;HGLibA_43069;HGLibB_43016;,-1.5225;-0.76814;-5.3094;-0.37858;
HIST1H2BH,0.00038371,0.0025465,1,46,-1.0185,5,HGLibB_21404;HGLibB_21405;HGLibA_21432;HGLibA_21431;HGLibA_21433;,-1.3451;-0.95626;-1.0807;-0.62043;-1.9011;
PNPLA7,0.00040636,0.0026214,1,47,-0.60198,6,HGLibA_37424;HGLibB_37375;HGLibA_37422;HGLibB_37374;HGLibB_37373;HGLibA_37423;,-0.9097;-0.46097;-0.743;-0.40731;-0.25769;-0.78617;
MMD2,0.00041646,0.0026529,1,48,-0.4529,3,HGLibB_29425;HGLibA_29464;HGLibA_29465;,-1.1146;-3.6175;-1.6855;
GPN2,0.00042262,0.0026743,1,49,-1.0652,4,HGLibB_19800;HGLibA_19828;HGLibA_19827;HGLibB_19801;,-1.0829;-2.7432;-1.4083;-1.0476;
LRRC52,0.00042706,0.0027391,1,50,-0.68274,4,HGLibB_27345;HGLibA_27386;HGLibA_27387;HGLibB_27346;,-2.0599;-1.065;-1.154;-0.30046;
hsa-mir-377,0.00044436,0.0062268,1,51,-0.70596,2,HGLibA_59421;HGLibA_59420;,-1.7007;-1.4148;
ERCC2,0.00044746,0.0030444,1,52,-0.95764,6,HGLibB_15413;HGLibA_15433;HGLibA_15435;HGLibB_15411;HGLibA_15434;HGLibB_15412;,-0.77548;-2.9604;-0.78583;-1.1295;-1.5654;-0.68166;
LIX1,0.00045168,0.0030449,1,53,-1.2408,5,HGLibA_26643;HGLibB_26604;HGLibA_26641;HGLibB_26606;HGLibB_26605;,-1.7699;-2.1117;-1.3773;-1.1042;-0.49709;
ADCY3,0.0004715,0.0032073,1,54,-0.57452,4,HGLibB_00913;HGLibB_00911;HGLibA_00915;HGLibA_00914;,-0.87513;-2.9225;-2.1477;-0.27391;
YWHAG,0.0004729,0.0032073,1,55,-0.27526,5,HGLibA_54746;HGLibB_54679;HGLibA_54744;HGLibB_54677;HGLibB_54678;,-1.6954;-2.2501;-0.42732;-0.1232;-0.073217;
TRPM7,0.00047729,0.0034396,1,56,0.0052961,3,HGLibB_51704;HGLibA_51771;HGLibA_51769;,-1.7057;-0.54989;-0.20644;
SIGLEC10,0.00051567,0.0034624,1,57,-0.65403,4,HGLibA_44127;HGLibA_44125;HGLibB_44072;HGLibB_44074;,-1.7773;-2.5495;-0.65403;-0.39595;
ZNF143,0.00052441,0.003686,1,58,-0.55394,6,HGLibA_55493;HGLibB_55425;HGLibA_55492;HGLibB_55424;HGLibA_55491;HGLibB_55426;,-0.71611;-1.4352;-0.50145;-0.35746;-0.60642;-0.29265;
IQGAP3,0.00052752,0.0036865,1,59,-0.30586,3,HGLibB_23504;HGLibB_23505;HGLibA_23538;,-1.9524;-0.63157;-1.3606;
ITGA7,0.00053112,0.0036865,1,60,-0.76717,4,HGLibB_23708;HGLibB_23710;HGLibB_23709;HGLibA_23743;,-1.4159;-1.7648;-0.61666;-0.91769;
FAM120C,0.00055411,0.0043395,1,61,-0.8846,5,HGLibA_16062;HGLibB_16042;HGLibB_16041;HGLibA_16064;HGLibB_16040;,-1.7162;-1.0178;-0.75141;-1.3478;-0.024882;
ANP32B,0.00055662,0.0043395,1,62,-0.65118,5,HGLibA_02201;HGLibA_02200;HGLibA_02202;HGLibB_02199;HGLibB_02198;,-2.205;-0.69414;-0.60822;-0.55775;-1.1834;
ZNF121,0.00056788,0.0043723,1,63,-0.63609,6,HGLibB_55385;HGLibA_55452;HGLibA_55454;HGLibA_55453;HGLibB_55386;HGLibB_55387;,-0.9327;-0.68849;-0.97529;-0.58369;-0.33753;-0.34605;
KDM1A,0.00057305,0.0043728,1,64,-0.47263,6,HGLibA_24489;HGLibA_24488;HGLibB_24455;HGLibA_24487;HGLibB_24454;HGLibB_24453;,-1.7039;-0.82603;-0.34686;-0.5984;-0.2044;-0.31345;
B4GALNT1,0.00057775,0.004449,1,65,-0.66466,3,HGLibB_04010;HGLibA_04011;HGLibA_04010;,-2.0987;-1.9782;-1.8635;
SMYD4,0.00058505,0.0044627,1,66,-0.57439,6,HGLibB_45805;HGLibA_45860;HGLibA_45859;HGLibB_45806;HGLibA_45861;HGLibB_45804;,-0.81477;-1.3252;-1.1051;-0.29848;-0.31605;-0.33401;
BAZ1A,0.00059292,0.0044631,1,67,-0.63107,6,HGLibB_04183;HGLibA_04184;HGLibA_04185;HGLibA_04186;HGLibB_04184;HGLibB_04182;,-0.87546;-0.73802;-0.74955;-0.52412;-0.51724;-0.20338;
BLVRB,0.0005985,0.0044805,1,68,-0.83103,6,HGLibB_04577;HGLibA_04578;HGLibB_04576;HGLibA_04577;HGLibB_04575;HGLibA_04579;,-1.6315;-1.0827;-0.8042;-0.85787;-0.49225;-0.3596;
BPY2,0.00060706,0.008284,1,69,0.19095,2,HGLibA_04743;HGLibB_04741;,-1.3794;-0.74467;
COQ7,0.00061986,0.0045535,1,70,-0.81734,5,HGLibB_10753;HGLibB_10754;HGLibA_10765;HGLibB_10752;HGLibA_10763;,-1.4004;-0.88627;-0.93787;-0.74842;-0.71623;
NR1H2,0.00062801,0.010221,1,71,-0.82853,5,HGLibB_32537;HGLibB_32535;HGLibA_32579;HGLibB_32536;HGLibA_32580;,-0.97779;-0.67926;-1.4802;-0.65324;-1.0982;
ZNF174,0.00065554,0.010421,1,72,-0.61739,6,HGLibB_55459;HGLibB_55458;HGLibA_55526;HGLibB_55457;HGLibA_55524;HGLibA_55525;,-0.69076;-0.54402;-1.0304;-0.26454;-0.78416;-0.22444;
DYNC1LI1,0.00067138,0.010452,1,73,-0.48155,5,HGLibA_14241;HGLibA_14242;HGLibB_14218;HGLibB_14220;HGLibA_14240;,-1.4618;-5.7166;-0.83541;-0.072118;-0.12769;
CACNA1B,0.00067214,0.010465,1,74,-0.49623,4,HGLibB_06874;HGLibA_06878;HGLibB_06873;HGLibA_06877;,-1.6455;-1.0276;-0.41575;-0.57672;
ZNF518B,0.0006782,0.010484,1,75,0.040695,3,HGLibA_56152;HGLibA_56151;HGLibA_56153;,-1.8481;-1.9808;-0.16404;
AARS2,0.00068541,0.010484,1,76,-0.78689,6,HGLibB_00070;HGLibB_00072;HGLibA_00071;HGLibA_00070;HGLibB_00071;HGLibA_00072;,-1.9454;-1.0809;-1.6049;-0.49284;-0.27716;-0.13664;
hsa-mir-27b,0.00068659,0.0068388,1,77,-0.10336,2,HGLibA_58379;HGLibA_58381;,-2.8849;-0.57731;
TPD52L2,0.00072808,0.011351,1,78,-0.472,6,HGLibB_51053;HGLibA_51116;HGLibA_51118;HGLibA_51117;HGLibB_51054;HGLibB_51055;,-0.40863;-3.1443;-0.94026;-0.53537;-0.31709;-0.29043;
NWD1,0.00073667,0.011365,1,79,-0.69483,6,HGLibA_33124;HGLibB_33079;HGLibA_33123;HGLibB_33078;HGLibB_33080;HGLibA_33122;,-3.1447;-0.93793;-0.91228;-0.41173;-0.47738;-0.33241;
SIGLEC11,0.00073954,0.011377,1,80,-0.83842,5,HGLibA_44129;HGLibB_44075;HGLibB_44077;HGLibB_44076;HGLibA_44130;,-2.1182;-1.343;-1.0339;-0.64292;-0.43409;
PDZK1IP1,0.00076446,0.011435,1,81,-0.7235,6,HGLibB_35948;HGLibA_35993;HGLibA_35994;HGLibB_35946;HGLibA_35995;HGLibB_35947;,-0.86635;-0.65217;-0.88358;-0.54066;-0.79483;-0.41117;
RPL13A,0.00076844,0.011435,1,82,-1.5919,5,HGLibA_41870;HGLibB_41818;HGLibA_41872;HGLibA_41871;HGLibB_41819;,-2.3152;-1.7382;-1.4185;-1.9957;-1.4457;
OR5H2,0.00077676,0.011435,1,83,-0.73718,6,HGLibA_34299;HGLibA_34298;HGLibB_34253;HGLibB_34254;HGLibB_34252;HGLibA_34297;,-1.4017;-0.78787;-0.78447;-0.68989;-0.15032;-0.17486;
THEM4,0.00077864,0.01147,1,84,-0.10648,4,HGLibA_49341;HGLibA_49340;HGLibB_49280;HGLibA_49339;,-1.4772;-0.18837;-0.2284;-0.024586;
ABCA4,0.00079561,0.011492,1,85,-1.21,5,HGLibA_00112;HGLibA_00114;HGLibA_00113;HGLibB_00114;HGLibB_00113;,-1.7994;-1.4018;-2.295;-1.0181;-0.91601;
APCDD1L,0.00081494,0.011504,1,86,-0.97121,6,HGLibA_02399;HGLibA_02398;HGLibA_02397;HGLibB_02397;HGLibB_02396;HGLibB_02395;,-1.4523;-0.91423;-0.48345;-1.0282;-1.6371;-0.17098;
C11orf74,0.00081668,0.011504,1,87,-0.58594,6,HGLibB_05181;HGLibA_05185;HGLibA_05183;HGLibA_05184;HGLibB_05179;HGLibB_05180;,-1.6216;-0.43121;-0.74067;-1.6614;-0.37406;-0.39056;
GFI1,0.00082626,0.011505,1,88,-0.59632,6,HGLibA_18942;HGLibB_18916;HGLibA_18940;HGLibA_18941;HGLibB_18917;HGLibB_18915;,-1.3293;-0.7327;-1.015;-0.45994;-0.29665;-0.37886;
PSMD14,0.00082702,0.011505,1,89,-1.2542,5,HGLibA_39163;HGLibB_39114;HGLibA_39162;HGLibB_39113;HGLibA_39164;,-1.84;-3.0322;-3.9363;-0.44072;-0.66835;
P2RY13,0.00082886,0.011505,1,90,0.2047,2,HGLibB_34832;HGLibB_34834;,-1.5695;-0.0033616;
WIZ,0.00082992,0.011505,1,91,-0.65559,6,HGLibB_54261;HGLibB_54262;HGLibA_54327;HGLibA_54329;HGLibB_54263;HGLibA_54328;,-0.64136;-0.66982;-0.7744;-1.8327;-0.34735;-0.58134;
RGS9BP,0.00083375,0.011505,1,92,-0.8042,5,HGLibA_41115;HGLibA_41114;HGLibB_41064;HGLibB_41065;HGLibA_41116;,-1.878;-1.1655;-1.2691;-0.44289;-0.41313;
MFSD2B,0.00083604,0.011517,1,93,-0.61987,4,HGLibA_29095;HGLibA_29097;HGLibA_29096;HGLibB_29056;,-1.4644;-1.0051;-1.2015;-0.23465;
DNAJC21,0.00084171,0.011517,1,94,-0.57553,5,HGLibB_13578;HGLibA_13597;HGLibB_13577;HGLibA_13598;HGLibA_13596;,-1.6382;-0.98443;-0.53892;-0.61215;-0.10188;
VSX2,0.00085082,0.011568,1,95,-0.83207,6,HGLibB_53811;HGLibB_53812;HGLibA_53878;HGLibA_53879;HGLibA_53877;HGLibB_53813;,-1.5765;-0.57932;-0.53729;-1.5854;-1.0848;-0.28084;
RSL24D1,0.00086508,0.011637,1,96,-1.1884,6,HGLibA_42320;HGLibA_42319;HGLibB_42266;HGLibB_42268;HGLibB_42267;HGLibA_42321;,-1.5403;-1.4191;-0.50817;-1.444;-0.28252;-0.95765;
FAM174B,0.00086736,0.011637,1,97,-0.5854,4,HGLibB_16262;HGLibA_16285;HGLibB_16263;HGLibB_16264;,-1.0217;-1.2491;-0.72134;-0.44946;
BCKDK,0.00087206,0.011658,1,98,-0.78039,5,HGLibB_04283;HGLibB_04281;HGLibA_04283;HGLibB_04282;HGLibA_04284;,-0.88947;-1.0497;-1.3086;-0.6713;-0.024063;
SETD4,0.00087243,0.011658,1,99,-0.7358,5,HGLibB_43595;HGLibA_43650;HGLibA_43648;HGLibA_43649;HGLibB_43596;,-3.2524;-0.77792;-0.69368;-0.56681;-1.1955;
C5orf54,0.00087907,0.011668,1,100,-0.098801,4,HGLibA_06408;HGLibA_06406;HGLibA_06407;HGLibB_06404;,-2.2373;-0.55839;-0.14958;-0.048022;
PARK7,0.00088238,0.011669,1,101,-0.74216,5,HGLibB_35153;HGLibA_35199;HGLibA_35198;HGLibB_35152;HGLibB_35154;,-0.68656;-0.79776;-1.7113;-1.4932;-0.18228;
PSMA5,0.00088413,0.011669,1,102,-1.0218,6,HGLibB_39032;HGLibA_39082;HGLibA_39083;HGLibA_39081;HGLibB_39033;HGLibB_39034;,-2.5418;-1.6614;-0.83724;-1.1933;-0.85026;-0.29966;
INMT,0.00092882,0.011811,1,103,-0.75782,5,HGLibB_23283;HGLibA_23315;HGLibB_23284;HGLibA_23317;HGLibA_23316;,-0.49566;-0.88085;-0.91087;-0.63479;-2.3477;
UPK3B,0.00092929,0.011824,1,104,0.079087,3,HGLibA_53079;HGLibA_53080;HGLibB_53014;,-1.5859;-0.97964;-0.1405;
TAL1,0.00093408,0.011825,1,105,-0.47535,4,HGLibB_48221;HGLibA_48280;HGLibB_48219;HGLibB_48220;,-0.50116;-2.6823;-0.99094;-0.44954;
CAMSAP2,0.00093446,0.011825,1,106,0.083937,3,HGLibB_07104;HGLibA_07110;HGLibB_07105;,-1.3259;-1.5766;-0.068554;
SPAG11B,0.00094192,0.0054949,1,107,-0.2801,2,HGLibA_46349;HGLibB_46293;,-1.4265;-0.2801;
NAIF1,0.00096577,0.011898,1,108,0.015193,3,HGLibA_31077;HGLibB_31036;HGLibB_31035;,-2.5893;-2.5208;-0.43015;
hsa-mir-6754,0.00098791,0.0074653,1,109,-0.18512,2,HGLibA_63173;HGLibA_63175;,-1.5273;-0.46368;
AKT1,0.00099919,0.012271,1,110,-0.56286,6,HGLibA_01506;HGLibA_01504;HGLibB_01504;HGLibA_01505;HGLibB_01502;HGLibB_01503;,-1.8398;-0.76426;-0.64106;-0.38799;-0.48465;-0.27861;
TUBB3,0.0010028,0.012601,1,111,-0.7367,5,HGLibA_52283;HGLibA_52282;HGLibB_52216;HGLibB_52218;HGLibB_52217;,-1.1684;-1.1851;-0.95942;-0.51398;-0.27795;
PGBD2,0.0010098,0.012611,1,112,-1.0269,4,HGLibA_36220;HGLibA_36219;HGLibA_36218;HGLibB_36172;,-1.7069;-1.47;-1.0998;-0.95407;
ARMCX5-GPRASP2,0.0010235,0.012611,1,113,-0.72486,4,HGLibA_03054;HGLibB_03050;HGLibA_03052;HGLibB_03052;,-2.6281;-1.0526;-2.6838;-0.39715;
THAP6,0.0010279,0.012626,1,114,-0.70234,5,HGLibB_49247;HGLibB_49248;HGLibA_49307;HGLibA_49306;HGLibB_49249;,-0.90802;-1.27;-0.78549;-0.42525;-0.61919;
ARHGEF11,0.0010381,0.012655,1,115,-0.53744,4,HGLibA_02814;HGLibB_02810;HGLibA_02812;HGLibB_02811;,-2.1742;-1.7403;-0.90243;-0.17245;
P4HB,0.0010442,0.01267,1,116,-0.50126,6,HGLibB_34864;HGLibA_34910;HGLibA_34908;HGLibB_34862;HGLibA_34909;HGLibB_34863;,-0.47967;-0.56311;-0.52262;-0.61877;-0.47991;-0.2714;
RAD54L,0.0010535,0.012713,1,117,-0.73103,5,HGLibA_40101;HGLibA_40102;HGLibB_40050;HGLibA_40103;HGLibB_40051;,-0.95841;-0.98253;-0.50366;-2.7269;-0.33891;
SLC6A5,0.0010603,0.013102,1,118,-0.45543,4,HGLibB_45278;HGLibB_45277;HGLibA_45332;HGLibA_45331;,-0.4133;-0.49755;-0.92468;-0.58713;
LDHD,0.0010757,0.013141,1,119,-0.55409,4,HGLibB_26198;HGLibB_26199;HGLibA_26236;HGLibB_26197;,-0.65174;-0.45644;-1.2123;-0.8597;
VEGFA,0.0010799,0.013141,1,120,-0.5524,5,HGLibB_53545;HGLibB_53546;HGLibA_53611;HGLibB_53544;HGLibA_53610;,-1.3107;-1.0099;-1.3318;-0.094862;-0.085774;
TCEAL4,0.00108,0.013141,1,121,-0.62566,4,HGLibA_48714;HGLibB_48654;HGLibA_48712;HGLibB_48653;,-1.6336;-0.74507;-1.2278;-0.50625;
WFDC3,0.0010879,0.013142,1,122,-0.53103,5,HGLibB_54199;HGLibB_54198;HGLibA_54265;HGLibB_54200;HGLibA_54264;,-0.57223;-0.49485;-0.56721;-0.42083;-1.7857;
CACNB3,0.0010931,0.013142,1,123,-1.0641,5,HGLibA_06924;HGLibA_06923;HGLibB_06917;HGLibB_06919;HGLibB_06918;,-1.5993;-1.71;-0.529;-1.9434;-0.47613;
SURF6,0.001102,0.013174,1,124,-0.87885,5,HGLibB_47784;HGLibA_47841;HGLibA_47842;HGLibA_47840;HGLibB_47783;,-1.6422;-0.80765;-0.95004;-1.1381;-0.65468;
C4orf51,0.0011032,0.013175,1,125,-1.028,5,HGLibA_06343;HGLibB_06341;HGLibB_06340;HGLibB_06339;HGLibA_06345;,-1.3415;-1.3388;-1.775;-0.59026;-0.71717;
SPATA3,0.0011108,0.013211,1,126,-1.0868,6,HGLibB_46410;HGLibB_46409;HGLibA_46465;HGLibA_46466;HGLibA_46464;HGLibB_46408;,-1.8944;-0.79614;-0.75886;-1.3774;-1.444;-0.13;
DUSP8,0.0011301,0.01325,1,127,-0.18321,4,HGLibB_14170;HGLibA_14192;HGLibA_14194;HGLibB_14171;,-3.1701;-0.3951;-0.22804;-0.13839;
INTS10,0.0011392,0.013289,1,128,-0.38507,6,HGLibA_23409;HGLibB_23377;HGLibA_23410;HGLibB_23376;HGLibA_23408;HGLibB_23378;,-1.0756;-0.65889;-0.18221;-0.32073;-0.4494;-0.29082;
ALG6,0.0011606,0.013392,1,129,-0.89619,5,HGLibB_01633;HGLibB_01631;HGLibA_01634;HGLibA_01635;HGLibB_01632;,-1.0053;-0.85448;-0.60615;-1.1701;-0.9379;
SCAF4,0.0011622,0.01341,1,130,-0.7384,5,HGLibA_42826;HGLibB_42774;HGLibB_42773;HGLibA_42828;HGLibB_42775;,-5.7616;-1.6493;-0.63653;-0.84027;-0.26239;
MAFB,0.0011729,0.013411,1,131,-0.47195,5,HGLibB_27833;HGLibA_27876;HGLibA_27874;HGLibB_27834;HGLibB_27835;,-1.0144;-1.0641;-0.42559;-0.50177;-0.44212;
LGALS1,0.0011796,0.013411,1,132,-0.79643,6,HGLibB_26308;HGLibA_26345;HGLibA_26344;HGLibB_26309;HGLibB_26307;HGLibA_26346;,-1.7448;-1.9784;-1.2001;-0.39276;-0.24248;-0.31758;
ZNF419,0.0011803,0.013449,1,133,-0.37974,5,HGLibA_55955;HGLibA_55954;HGLibB_55888;HGLibB_55886;HGLibA_55953;,-2.6546;-2.0544;-0.4043;-0.35517;-0.29692;
TBR1,0.001207,0.013486,1,134,-1.1349,6,HGLibB_48572;HGLibA_48631;HGLibA_48632;HGLibB_48574;HGLibB_48573;HGLibA_48633;,-1.2487;-2.092;-2.2337;-1.0211;-0.32337;-0.41849;
C10orf10,0.0012166,0.013487,1,135,-0.013084,3,HGLibA_05020;HGLibA_05018;HGLibB_05015;,-2.7366;-2.5375;-0.18321;
STOML3,0.0012305,0.013538,1,136,-0.25627,4,HGLibA_47541;HGLibB_47483;HGLibA_47539;HGLibB_47482;,-5.2222;-1.1654;-0.40131;-0.11123;
