id,neg|score,neg|p-value,neg|fdr,neg|rank,neg|lfc,neg|goodsgrnacount,neg|goodsgrnaid,neg|goodsgrnalfc
PRADC1,0.023999,0.09973,1,1825,-0.37936,5,HGLibB_38216;HGLibB_38217;HGLibA_38265;HGLibA_38267;HGLibB_38218;,-0.77173;-0.43664;-1.2662;-0.32208;-0.072017;
ECHDC3,0.024009,0.09973,1,1826,-0.51507,5,HGLibA_14401;HGLibA_14400;HGLibB_14377;HGLibB_14378;HGLibA_14399;,-2.9553;-0.77595;-0.25419;-0.79746;-0.16084;
FAM214B,0.024023,0.09973,1,1827,-0.42824,4,HGLibB_16457;HGLibB_16458;HGLibA_16480;HGLibA_16479;,-0.4609;-0.86319;-0.45318;-0.4033;
LILRA3,0.024052,0.099731,1,1828,-0.10491,3,HGLibB_26458;HGLibA_26494;HGLibB_26459;,-1.6778;-1.679;-0.33094;
IL4R,0.024053,0.099731,1,1829,-0.5414,5,HGLibA_23171;HGLibB_23142;HGLibB_23140;HGLibB_23141;HGLibA_23172;,-0.8479;-0.56443;-0.51838;-0.71185;-0.35724;
hsa-mir-3147,0.024084,0.085691,1,1830,-0.22027,3,HGLibA_58647;HGLibA_58645;HGLibA_58646;,-1.8285;-0.26553;-0.175;
MAPRE2,0.024086,0.099731,1,1831,-0.36838,4,HGLibA_28316;HGLibB_28276;HGLibB_28275;HGLibA_28315;,-1.4172;-0.67287;-0.58485;-0.15191;
PTDSS1,0.024098,0.099731,1,1832,-0.38843,4,HGLibA_39289;HGLibB_39241;HGLibA_39290;HGLibB_39239;,-1.53;-0.71907;-0.7344;-0.057794;
C1QL3,0.024113,0.099731,1,1833,-0.12791,4,HGLibA_05929;HGLibB_05926;HGLibB_05927;HGLibB_05925;,-2.0566;-1.3591;-0.18645;-0.069364;
SSRP1,0.02415,0.099731,1,1834,-0.21212,3,HGLibB_47107;HGLibB_47108;HGLibB_47109;,-1.7391;-0.60073;-0.52983;
PRX,0.0242,0.099731,1,1835,-0.20003,5,HGLibB_38944;HGLibA_38993;HGLibA_38992;HGLibA_38991;HGLibB_38943;,-1.3515;-1.0838;-0.19809;-0.20197;-0.072884;
DYNC1I1,0.024229,0.099731,1,1836,-0.55108,5,HGLibB_14212;HGLibA_14235;HGLibB_14214;HGLibA_14236;HGLibB_14213;,-2.6078;-0.89711;-0.40557;-0.48993;-0.61223;
TFPI2,0.024249,0.10005,1,1837,0.14999,2,HGLibB_49128;HGLibA_49186;,-1.5349;-0.31555;
CDCP1,0.024265,0.10005,1,1838,-0.38761,4,HGLibA_08624;HGLibA_08622;HGLibB_08617;HGLibB_08615;,-0.9694;-0.72223;-0.41558;-0.35964;
ST6GALNAC1,0.024274,0.10005,1,1839,-0.2262,5,HGLibA_47264;HGLibA_47263;HGLibB_47207;HGLibB_47206;HGLibA_47265;,-2.9342;-1.1943;-0.2875;-0.16491;-0.046444;
NOP56,0.024283,0.10005,1,1840,-0.57957,4,HGLibB_32270;HGLibB_32269;HGLibA_32313;HGLibB_32271;,-1.6802;-0.86186;-0.77511;-0.38403;
TAS2R5,0.024298,0.10005,1,1841,0.0046914,3,HGLibB_48357;HGLibA_48417;HGLibB_48359;,-0.99443;-0.71129;-0.36432;
ALKBH4,0.024301,0.10005,1,1842,-0.48687,4,HGLibA_01654;HGLibB_01654;HGLibA_01656;HGLibA_01655;,-0.69963;-0.38753;-0.67155;-0.58622;
TP53TG3B,0.024309,0.031896,1,1843,-0.76326,1,HGLibA_51082;,-0.76326;
C9orf142,0.024321,0.10005,1,1844,-0.55903,5,HGLibA_06685;HGLibB_06680;HGLibB_06682;HGLibA_06686;HGLibB_06681;,-1.7814;-1.5509;-0.84205;-0.27602;-0.16958;
ATP2B3,0.024347,0.10005,1,1845,-0.39935,5,HGLibA_03619;HGLibB_03618;HGLibB_03617;HGLibA_03621;HGLibB_03619;,-2.458;-0.96382;-0.44953;-0.34918;-0.13234;
NOMO1,0.024361,0.088777,1,1846,-0.010986,3,HGLibB_32247;HGLibA_32289;HGLibB_32246;,-1.0084;-0.362;-0.010986;
TPI1,0.024376,0.10005,1,1847,-0.49937,4,HGLibB_51072;HGLibB_51071;HGLibA_51134;HGLibA_51136;,-0.79919;-1.06;-3.257;-0.19955;
ADORA1,0.024382,0.10005,1,1848,-0.022751,3,HGLibB_01008;HGLibA_01011;HGLibA_01009;,-1.41;-0.77457;-0.64753;
RPL10,0.024414,0.10005,1,1849,-0.99963,5,HGLibB_41799;HGLibB_41801;HGLibA_41853;HGLibA_41852;HGLibB_41800;,-1.673;-2.0218;-1.957;-0.32631;-0.088243;
CASZ1,0.024471,0.10005,1,1850,-0.73837,4,HGLibA_07349;HGLibB_07344;HGLibA_07350;HGLibB_07343;,-1.6244;-0.72278;-0.75395;-1.4094;
UNCX,0.024495,0.10005,1,1851,0.19362,3,HGLibA_53040;HGLibA_53042;HGLibA_53041;,-3.1668;-0.47212;-0.019197;
ZNF286A,0.024526,0.10026,1,1852,-0.67869,4,HGLibA_55750;HGLibB_55683;HGLibA_55751;HGLibB_55682;,-1.4485;-0.63161;-0.93224;-0.72577;
RGL3,0.024536,0.10026,1,1853,-0.83754,4,HGLibA_41008;HGLibB_40955;HGLibA_41006;HGLibA_41007;,-1.0781;-1.1657;-1.0421;-0.633;
RPS6KA5,0.024562,0.10026,1,1854,-0.29217,5,HGLibA_42169;HGLibA_42170;HGLibB_42117;HGLibB_42116;HGLibA_42171;,-2.4337;-0.88328;-0.17896;-0.40537;-0.17258;
KATNAL1,0.024568,0.10026,1,1855,-0.71719,5,HGLibB_24040;HGLibB_24042;HGLibB_24041;HGLibA_24074;HGLibA_24076;,-1.7306;-0.98931;-1.0315;-0.44507;-0.25648;
ZNF536,0.024573,0.10026,1,1856,-0.41435,5,HGLibB_56118;HGLibA_56185;HGLibA_56184;HGLibA_56186;HGLibB_56119;,-1.7257;-0.79196;-0.33114;-0.49757;-0.12425;
HKDC1,0.024599,0.10047,1,1857,-0.63249,4,HGLibA_21589;HGLibA_21587;HGLibA_21588;HGLibB_21559;,-1.1771;-1.4944;-3.1776;-0.087899;
TNRC18,0.024602,0.10047,1,1858,-0.5078,5,HGLibB_50847;HGLibB_50849;HGLibA_50909;HGLibB_50848;HGLibA_50910;,-0.50955;-1.2054;-1.5426;-0.50605;-0.24342;
hsa-mir-103b-1,0.024627,0.034887,1,1859,-1.6778,1,HGLibA_57171;,-1.6778;
POLE4,0.024649,0.10047,1,1860,-0.2948,5,HGLibB_37469;HGLibA_37518;HGLibB_37470;HGLibB_37471;HGLibA_37520;,-0.57625;-1.0642;-0.29772;-0.29188;-0.2552;
NKX2-3,0.024653,0.10047,1,1861,-0.21735,4,HGLibA_32038;HGLibB_31994;HGLibB_31995;HGLibA_32037;,-1.724;-0.98728;-0.30508;-0.12962;
CLPX,0.024672,0.10047,1,1862,-0.61955,5,HGLibA_10119;HGLibA_10118;HGLibB_10110;HGLibB_10109;HGLibA_10120;,-2.6362;-1.3851;-0.76487;-0.47422;-0.18755;
KCNH8,0.024678,0.10047,1,1863,-0.62074,5,HGLibB_24198;HGLibA_24230;HGLibB_24196;HGLibA_24231;HGLibB_24197;,-0.65964;-0.62704;-0.73508;-0.61443;-0.28436;
RPL10A,0.0247,0.10047,1,1864,-0.37226,6,HGLibB_41804;HGLibA_41857;HGLibA_41856;HGLibA_41855;HGLibB_41803;HGLibB_41802;,-2.1961;-0.93119;-0.45452;-0.29001;-0.23232;-0.098632;
DNAJB11,0.024712,0.10067,1,1865,-0.60604,5,HGLibA_13526;HGLibB_13505;HGLibA_13525;HGLibB_13506;HGLibA_13524;,-1.3599;-0.45706;-0.8135;-0.75502;-0.020856;
CERS4,0.024733,0.10067,1,1866,-0.42713,6,HGLibA_09209;HGLibB_09201;HGLibA_09208;HGLibB_09202;HGLibA_09210;HGLibB_09200;,-1.9346;-0.94842;-0.5255;-0.32876;-0.079647;-0.047927;
KRTAP12-4,0.024741,0.10067,1,1867,0.11566,3,HGLibB_25604;HGLibA_25640;HGLibB_25603;,-1.2326;-0.20305;-0.10624;
KCNE1L,0.02479,0.10131,1,1868,-0.2779,4,HGLibB_24153;HGLibA_24187;HGLibA_24186;HGLibA_24185;,-1.6359;-0.95849;-0.50385;-0.051941;
ZNF213,0.024819,0.10131,1,1869,-0.26936,4,HGLibB_55524;HGLibB_55525;HGLibB_55523;HGLibA_55590;,-0.44824;-0.97539;-0.72016;-0.090487;
IFNE,0.024867,0.10146,1,1870,-0.37944,5,HGLibB_22673;HGLibA_22704;HGLibA_22703;HGLibB_22674;HGLibB_22672;,-0.81696;-0.98749;-0.45965;-0.29924;-0.20261;
CHAC1,0.024875,0.10179,1,1871,-0.33342,4,HGLibB_09328;HGLibA_09334;HGLibB_09326;HGLibB_09327;,-2.8263;-0.6245;-0.31756;-0.34928;
FAM211A,0.024908,0.10195,1,1872,0.088825,2,HGLibB_16436;HGLibB_16437;,-1.2884;-1.1835;
GPR113,0.024938,0.10195,1,1873,-0.32333,4,HGLibB_19826;HGLibA_19856;HGLibB_19827;HGLibA_19855;,-2.1755;-0.59869;-0.57141;-0.075256;
HCN4,0.024973,0.10227,1,1874,-0.53351,5,HGLibA_20983;HGLibB_20953;HGLibA_20981;HGLibB_20954;HGLibA_20982;,-0.91157;-0.91333;-1.4672;-0.15545;-0.038959;
NEU4,0.024984,0.10227,1,1875,-0.38598,5,HGLibB_31676;HGLibB_31677;HGLibA_31720;HGLibA_31718;HGLibA_31719;,-1.2569;-0.64261;-0.31981;-0.45215;-0.15454;
MRGPRG,0.024997,0.10227,1,1876,-0.55001,5,HGLibA_29843;HGLibB_29803;HGLibA_29844;HGLibB_29801;HGLibA_29842;,-0.83006;-0.77486;-0.38953;-0.47874;-0.62127;
KLK4,0.025008,0.10227,1,1877,-0.10882,3,HGLibB_25224;HGLibB_25223;HGLibA_25258;,-0.82222;-0.78647;-0.24162;
RPS6,0.025008,0.10227,1,1878,-0.36037,5,HGLibB_42101;HGLibA_42155;HGLibA_42156;HGLibB_42103;HGLibB_42102;,-1.0388;-0.69833;-0.22342;-0.49732;-0.19233;
EPPIN-WFDC6,0.025009,0.055998,1,1879,-0.24021,1,HGLibA_15358;,-1.2922;
CECR6,0.025035,0.10249,1,1880,-0.10677,3,HGLibA_08984;HGLibB_08975;HGLibA_08983;,-1.0963;-0.89453;-0.36232;
PDHX,0.025035,0.10249,1,1881,-0.52125,5,HGLibA_35872;HGLibB_35824;HGLibB_35823;HGLibA_35871;HGLibA_35870;,-2.0934;-0.6897;-0.44058;-0.60192;-0.065016;
SNED1,0.025036,0.10249,1,1882,-0.12474,4,HGLibB_45867;HGLibB_45866;HGLibA_45923;HGLibB_45868;,-1.6244;-0.26894;-0.2052;-0.04428;
SNX18,0.025045,0.10249,1,1883,-0.57945,4,HGLibA_46050;HGLibB_45995;HGLibB_45994;HGLibB_45996;,-1.4143;-4.3446;-0.6293;-0.5296;
SP3,0.025053,0.10249,1,1884,-0.087079,3,HGLibB_46244;HGLibA_46300;HGLibA_46299;,-0.92042;-1.2424;-0.65983;
DDTL,0.025074,0.0822,1,1885,-0.86243,2,HGLibA_12646;HGLibA_12644;,-0.86243;-1.2299;
CAPNS2,0.025108,0.10249,1,1886,0.064624,3,HGLibA_07186;HGLibA_07188;HGLibB_07182;,-1.9789;-2.282;-0.18753;
ARL15,0.025117,0.10249,1,1887,-0.21711,5,HGLibA_02945;HGLibB_02942;HGLibA_02946;HGLibA_02944;HGLibB_02944;,-1.0442;-0.54706;-0.27464;-0.14884;-0.15959;
OR4C15,0.025128,0.10249,1,1888,-0.30409,5,HGLibB_33902;HGLibB_33903;HGLibA_33948;HGLibA_33947;HGLibA_33946;,-0.92761;-0.25235;-0.35584;-0.65907;-0.21261;
HLA-G,0.02513,0.10249,1,1889,-0.44734,5,HGLibB_21621;HGLibA_21649;HGLibA_21647;HGLibB_21620;HGLibA_21648;,-0.50714;-0.38755;-0.70201;-0.54028;-0.23513;
ELOVL1,0.025135,0.10249,1,1890,-0.17691,5,HGLibA_14956;HGLibB_14934;HGLibA_14957;HGLibA_14958;HGLibB_14935;,-1.8805;-0.26648;-0.39171;-0.087338;-0.056943;
HSPA1L,0.025158,0.10249,1,1891,-0.61366,5,HGLibA_22277;HGLibA_22278;HGLibA_22276;HGLibB_22247;HGLibB_22248;,-1.1042;-0.94987;-0.68112;-0.54619;-0.41993;
EIF4EBP1,0.025171,0.10249,1,1892,-0.53164,5,HGLibA_14828;HGLibB_14807;HGLibB_14805;HGLibA_14827;HGLibA_14829;,-1.9257;-0.61341;-0.72198;-0.44986;-0.25041;
TMEM200A,0.025184,0.10249,1,1893,0.5134,1,HGLibA_50172;,-6.4523;
PTRH2,0.025191,0.10249,1,1894,-0.65765,4,HGLibA_39553;HGLibA_39554;HGLibB_39502;HGLibB_39504;,-2.4725;-1.7134;-0.56298;-0.75231;
hsa-mir-548p,0.025196,0.055998,1,1895,-1.2899,2,HGLibA_62055;HGLibA_62056;,-1.8342;-0.74562;
APEX2,0.025233,0.10271,1,1896,-0.20553,3,HGLibA_02409;HGLibB_02409;HGLibB_02408;,-4.5809;-0.42284;-1.38;
WIPF1,0.025252,0.10271,1,1897,-0.46131,6,HGLibA_54304;HGLibB_54239;HGLibB_54238;HGLibA_54305;HGLibB_54237;HGLibA_54303;,-3.1755;-0.52941;-1.0217;-0.3932;-0.30072;-0.0027984;
FAM168B,0.025282,0.10271,1,1898,-0.063423,4,HGLibB_16226;HGLibA_16249;HGLibA_16248;HGLibB_16228;,-1.3814;-0.28472;-0.06525;-0.061596;
ABCA12,0.025291,0.10271,1,1899,-0.29112,4,HGLibB_00101;HGLibB_00102;HGLibA_00100;HGLibB_00100;,-1.1527;-0.76179;-0.30515;-0.27709;
TMEM132E,0.0253,0.10271,1,1900,-0.29323,4,HGLibA_49939;HGLibB_49880;HGLibA_49940;HGLibB_49879;,-1.329;-0.75166;-0.54285;-0.043613;
ZNF550,0.025305,0.10271,1,1901,-0.56166,5,HGLibB_56146;HGLibA_56211;HGLibB_56145;HGLibB_56144;HGLibA_56213;,-0.85362;-0.60588;-0.51744;-0.27477;-0.66669;
SLAIN2,0.025331,0.10271,1,1902,-0.29302,5,HGLibB_44256;HGLibA_44308;HGLibA_44310;HGLibB_44257;HGLibB_44255;,-0.996;-0.36724;-0.39307;-0.2188;-0.087699;
SLC35D3,0.025333,0.10271,1,1903,-0.29943,4,HGLibA_44982;HGLibA_44984;HGLibB_44929;HGLibB_44930;,-0.53568;-0.52963;-0.3289;-0.26995;
hsa-mir-1914,0.025334,0.09014,1,1904,-0.036826,2,HGLibA_58061;HGLibA_58060;,-3.2376;-0.51377;
GSPT1,0.025336,0.09014,1,1905,-0.7559,3,HGLibA_20439;HGLibB_20411;HGLibA_20440;,-1.1219;-4.8555;-0.38993;
SULT1C3,0.02543,0.10271,1,1906,-0.16966,3,HGLibB_47691;HGLibA_47750;HGLibA_47749;,-1.5753;-0.52802;-0.43857;
NXF5,0.025446,0.10271,1,1907,-0.27036,5,HGLibA_33139;HGLibB_33094;HGLibB_33095;HGLibB_33093;HGLibA_33137;,-0.99196;-1.1252;-0.16253;-0.24005;-0.30068;
ZACN,0.025446,0.10271,1,1908,-0.59665,5,HGLibB_54700;HGLibA_54766;HGLibA_54765;HGLibB_54698;HGLibA_54767;,-0.94208;-1.6508;-0.99306;-0.25123;-0.12063;
NR3C1,0.025475,0.10371,1,1909,-0.47666,4,HGLibA_32620;HGLibB_32575;HGLibA_32618;HGLibB_32574;,-1.5611;-0.89474;-1.2643;-0.058569;
C4orf21,0.025479,0.10371,1,1910,0.17382,3,HGLibB_06298;HGLibA_06303;HGLibA_06302;,-1.0107;-0.59319;-0.1379;
PRR4,0.025511,0.10371,1,1911,-0.19086,4,HGLibA_38838;HGLibB_38790;HGLibB_38791;HGLibA_38840;,-1.4872;-1.113;-0.19508;-0.18665;
CCNB1,0.025528,0.10371,1,1912,-0.28532,4,HGLibA_08057;HGLibB_08049;HGLibA_08058;HGLibB_08051;,-1.9533;-0.54769;-0.32472;-0.24592;
PRSS58,0.025547,0.10371,1,1913,-0.79144,6,HGLibB_38922;HGLibA_38970;HGLibB_38923;HGLibA_38972;HGLibA_38971;HGLibB_38921;,-1.4227;-1.5345;-0.95932;-0.62356;-0.1156;-0.089112;
ZSCAN20,0.025573,0.10371,1,1914,-0.47299,5,HGLibA_56997;HGLibA_56998;HGLibB_56930;HGLibB_56931;HGLibB_56932;,-1.8082;-0.65183;-0.39517;-0.55082;-0.20318;
NDUFS2,0.025577,0.10371,1,1915,-0.20304,5,HGLibA_31548;HGLibB_31506;HGLibB_31505;HGLibA_31547;HGLibA_31549;,-1.1201;-0.84378;-0.38355;-0.022526;-0.016405;
GPT2,0.025608,0.10371,1,1916,-0.63094,5,HGLibB_20139;HGLibA_20168;HGLibB_20138;HGLibA_20167;HGLibB_20140;,-0.76623;-1.8053;-0.94595;-0.49564;-0.46203;
CCT2,0.025622,0.10393,1,1917,-0.50723,5,HGLibA_08196;HGLibA_08195;HGLibB_08187;HGLibA_08194;HGLibB_08189;,-1.6065;-2.3471;-0.43372;-0.58074;-0.073116;
KCTD8,0.025627,0.10393,1,1918,0.37478,2,HGLibB_24433;HGLibA_24467;,-1.8165;-0.83533;
hsa-mir-3126,0.025629,0.09014,1,1919,0.14752,2,HGLibA_58558;HGLibA_58557;,-1.5583;-0.23226;
RBX1,0.025641,0.10393,1,1920,-0.64674,4,HGLibA_40658;HGLibB_40608;HGLibB_40609;HGLibA_40659;,-1.8851;-0.99226;-0.74383;-0.54966;
RCN2,0.02567,0.10393,1,1921,-0.60839,4,HGLibA_40704;HGLibB_40654;HGLibB_40653;HGLibA_40705;,-1.805;-1.238;-0.35942;-0.85736;
DBNL,0.025673,0.10393,1,1922,-0.51528,4,HGLibB_12384;HGLibB_12382;HGLibA_12396;HGLibA_12397;,-0.68221;-0.51458;-0.81257;-0.51599;
FJX1,0.025676,0.10393,1,1923,-0.25032,5,HGLibB_17527;HGLibA_17549;HGLibB_17525;HGLibA_17550;HGLibA_17548;,-0.97847;-0.92137;-0.26712;-0.23351;-0.042112;
TRMT61A,0.02568,0.10393,1,1924,-0.38681,3,HGLibA_51699;HGLibB_51633;HGLibA_51697;,-2.4424;-1.8452;-0.94102;
TMEM205,0.02568,0.10393,1,1925,-0.36162,4,HGLibB_50133;HGLibA_50193;HGLibA_50191;HGLibB_50132;,-0.43956;-1.046;-0.49253;-0.28367;
ZNF385D,0.025698,0.10393,1,1926,-0.37235,5,HGLibA_55903;HGLibB_55836;HGLibB_55835;HGLibA_55902;HGLibA_55904;,-1.3782;-0.42419;-1.0074;-0.32051;-0.20629;
GNG8,0.025744,0.10393,1,1927,-0.57398,4,HGLibA_19534;HGLibB_19508;HGLibA_19536;HGLibA_19535;,-1.4101;-0.8256;-2.328;-0.32235;
DCTN3,0.025761,0.10393,1,1928,-0.43875,5,HGLibA_12549;HGLibA_12551;HGLibB_12537;HGLibB_12535;HGLibA_12550;,-1.568;-1.7931;-0.44175;-0.43575;-0.38016;
C19orf77,0.025774,0.10393,1,1929,-0.31316,4,HGLibB_05703;HGLibB_05704;HGLibA_05709;HGLibB_05705;,-0.71793;-0.44877;-0.96161;-0.17754;
GPR160,0.025823,0.10408,1,1930,-0.12635,4,HGLibB_19925;HGLibA_19953;HGLibA_19954;HGLibB_19927;,-1.3192;-0.32391;-0.21117;-0.041525;
GPR89A,0.025848,0.10408,1,1931,-0.39569,5,HGLibA_20106;HGLibA_20108;HGLibB_20080;HGLibB_20078;HGLibA_20107;,-0.42647;-0.73761;-0.39332;-0.39806;-0.18764;
NPLOC4,0.025854,0.10408,1,1932,-0.45646,5,HGLibA_32485;HGLibA_32483;HGLibB_32440;HGLibB_32439;HGLibA_32484;,-1.2342;-1.3828;-0.53348;-0.37944;-0.19814;
XKR8,0.025861,0.10408,1,1933,-0.3032,4,HGLibA_54531;HGLibB_54466;HGLibA_54533;HGLibB_54465;,-1.0714;-0.51307;-0.61665;-0.093335;
EGR3,0.025872,0.10408,1,1934,0.22421,3,HGLibA_14653;HGLibB_14633;HGLibA_14655;,-1.2527;-0.73462;-0.19765;
COL1A1,0.025875,0.10408,1,1935,-0.68454,4,HGLibB_10518;HGLibA_10530;HGLibB_10520;HGLibB_10519;,-1.4611;-2.3643;-0.8725;-0.49658;
POMT1,0.025895,0.10408,1,1936,-0.61051,5,HGLibA_37669;HGLibA_37668;HGLibB_37619;HGLibA_37670;HGLibB_37621;,-0.93051;-4.2961;-0.64904;-0.57198;-0.3708;
DCT,0.0259,0.10408,1,1937,-0.54737,5,HGLibB_12525;HGLibA_12538;HGLibB_12524;HGLibA_12539;HGLibA_12537;,-1.0154;-1.442;-0.62424;-0.4705;-0.11128;
RBM14,0.025922,0.10408,1,1938,-0.52393,5,HGLibA_40484;HGLibA_40485;HGLibA_40486;HGLibB_40433;HGLibB_40434;,-1.3675;-4.9724;-0.75056;-0.29729;-0.21009;
CYP2S1,0.025931,0.10408,1,1939,-0.37544,6,HGLibA_12142;HGLibB_12130;HGLibA_12141;HGLibB_12128;HGLibA_12143;HGLibB_12129;,-1.1809;-0.56826;-0.54765;-0.20322;-0.19006;-0.10738;
SLC35D2,0.025934,0.10408,1,1940,-0.37074,5,HGLibA_44981;HGLibB_44927;HGLibB_44926;HGLibA_44979;HGLibB_44928;,-0.9879;-0.44488;-0.29659;-0.60046;-0.0018204;
SLC41A3,0.025951,0.10408,1,1941,-0.33747,4,HGLibB_45093;HGLibB_45091;HGLibA_45145;HGLibA_45146;,-0.30807;-0.47016;-0.61062;-0.36687;
KLF7,0.025964,0.10408,1,1942,-0.32472,5,HGLibB_25045;HGLibA_25082;HGLibA_25081;HGLibA_25080;HGLibB_25046;,-0.74485;-0.39389;-0.54345;-0.25556;-0.17689;
KRT15,0.025971,0.10408,1,1943,-0.27919,4,HGLibB_25392;HGLibA_25429;HGLibB_25393;HGLibA_25430;,-1.0746;-0.98444;-0.34891;-0.20948;
hsa-mir-4801,0.025976,0.085273,1,1944,-0.32301,3,HGLibA_61309;HGLibA_61310;HGLibA_61308;,-0.76047;-0.32301;-0.26395;
H1FX,0.025988,0.10408,1,1945,-0.6366,5,HGLibA_20742;HGLibB_20715;HGLibA_20743;HGLibB_20713;HGLibA_20741;,-2.0277;-0.77134;-0.69795;-0.57524;-0.27229;
COX18,0.026,0.10408,1,1946,-0.45237,4,HGLibB_10810;HGLibA_10820;HGLibB_10811;HGLibA_10822;,-0.51171;-3.6757;-1.2667;-0.39303;
TSC2,0.026018,0.10408,1,1947,-0.32685,3,HGLibA_51814;HGLibB_51750;HGLibA_51813;,-1.0352;-0.65954;-0.91685;
KIF1B,0.02602,0.10408,1,1948,-0.21229,5,HGLibA_24885;HGLibA_24887;HGLibB_24853;HGLibB_24851;HGLibB_24852;,-2.0207;-0.67509;-0.16634;-0.25823;-0.051941;
hsa-mir-1260a,0.026024,0.091003,1,1949,-0.20187,3,HGLibA_57459;HGLibA_57458;HGLibA_57461;,-3.443;-0.28766;-0.11607;
ACR,0.026038,0.10408,1,1950,-0.5915,5,HGLibA_00530;HGLibB_00531;HGLibA_00531;HGLibA_00529;HGLibB_00530;,-0.88239;-1.315;-0.93082;-0.30061;-0.1683;
KRTAP19-1,0.026065,0.10408,1,1951,-0.51967,6,HGLibB_25626;HGLibA_25664;HGLibB_25627;HGLibB_25628;HGLibA_25663;HGLibA_25662;,-0.86265;-0.62255;-1.1743;-0.41679;-0.17029;-0.092274;
GPSM1,0.026092,0.10408,1,1952,-0.508,4,HGLibB_20126;HGLibA_20155;HGLibA_20156;HGLibA_20154;,-1.7467;-0.63863;-1.1057;-0.37737;
CRTAC1,0.026115,0.10408,1,1953,-0.41116,5,HGLibA_11218;HGLibB_11207;HGLibA_11220;HGLibB_11208;HGLibA_11219;,-0.71474;-0.28071;-0.7019;-0.36122;-0.46109;
DEFB128,0.026118,0.10408,1,1954,0.025089,3,HGLibB_12872;HGLibA_12888;HGLibA_12889;,-1.5246;-0.57058;-0.5352;
NAALADL1,0.026121,0.10408,1,1955,-0.31437,5,HGLibB_30970;HGLibA_31011;HGLibA_31013;HGLibA_31012;HGLibB_30969;,-0.57346;-0.32424;-0.30449;-0.26965;-0.39164;
GABPB2,0.026148,0.1043,1,1956,-0.30224,4,HGLibA_18353;HGLibB_18327;HGLibB_18329;HGLibA_18354;,-1.0739;-0.98368;-0.4513;-0.15318;
ABCB7,0.026167,0.1043,1,1957,-0.22497,4,HGLibA_00148;HGLibA_00150;HGLibB_00150;HGLibB_00149;,-1.3074;-0.73975;-0.34303;-0.10691;
C15orf59,0.026176,0.1043,1,1958,-0.4215,4,HGLibA_05422;HGLibB_05420;HGLibA_05423;HGLibB_05419;,-1.6584;-0.78451;-0.59081;-0.25218;
CHCHD4,0.026191,0.1043,1,1959,-0.35473,3,HGLibA_09370;HGLibB_09362;HGLibB_09363;,-1.0504;-1.0816;-0.77861;
hsa-mir-4524b,0.026193,0.035896,1,1960,-0.84205,1,HGLibA_60559;,-0.84205;
TCEB3,0.026195,0.1043,1,1961,-0.5399,5,HGLibA_48740;HGLibB_48680;HGLibB_48682;HGLibA_48739;HGLibB_48681;,-3.7315;-0.65611;-0.42369;-1.0731;-0.21435;
STOML1,0.026196,0.1043,1,1962,-0.64602,4,HGLibA_47533;HGLibB_47478;HGLibB_47476;HGLibA_47534;,-0.79867;-0.49337;-1.1958;-1.1199;
GPR157,0.026204,0.1043,1,1963,-0.17646,3,HGLibB_19919;HGLibA_19948;HGLibB_19921;,-5.4329;-1.3697;-0.45843;
PDDC1,0.026216,0.1043,1,1964,0.28386,2,HGLibB_35710;HGLibA_35758;,-1.8752;-0.78319;
RPS6KA4,0.026223,0.1043,1,1965,-0.3346,4,HGLibA_42168;HGLibA_42166;HGLibB_42115;HGLibA_42167;,-0.79945;-1.2619;-0.23156;-0.43763;
CEP350,0.026242,0.10497,1,1966,-0.49431,5,HGLibA_09134;HGLibB_09125;HGLibA_09133;HGLibA_09135;HGLibB_09126;,-1.1907;-0.77931;-0.46367;-0.52495;-0.13026;
MRPL15,0.026266,0.10497,1,1967,-0.1595,4,HGLibA_29907;HGLibB_29864;HGLibB_29865;HGLibA_29905;,-2.2319;-0.71128;-0.25727;-0.061739;
ITGB1BP2,0.026314,0.10497,1,1968,-0.3016,5,HGLibB_23743;HGLibB_23741;HGLibB_23742;HGLibA_23774;HGLibA_23776;,-0.54196;-0.62999;-0.32427;-0.27893;-0.23195;
COPS6,0.026315,0.10497,1,1969,-0.025275,3,HGLibB_10714;HGLibA_10725;HGLibA_10724;,-2.2278;-0.26078;-0.068541;
PLXND1,0.026344,0.10497,1,1970,0.059555,3,HGLibA_37281;HGLibB_37234;HGLibB_37232;,-1.8322;-0.7175;-0.35705;
FAM221B,0.026346,0.10497,1,1971,-0.58626,4,HGLibB_16497;HGLibA_16518;HGLibB_16496;HGLibA_16519;,-0.87078;-0.95815;-0.44598;-0.72653;
RSPH1,0.026364,0.10497,1,1972,-0.045775,3,HGLibB_42269;HGLibA_42324;HGLibA_42323;,-1.2498;-0.41696;-0.094819;
TRIM16,0.026381,0.10497,1,1973,0.14911,2,HGLibA_51418;HGLibA_51416;,-1.31;-0.8244;
ZBTB8A,0.026399,0.10518,1,1974,-0.5708,4,HGLibB_54859;HGLibA_54925;HGLibB_54858;HGLibA_54926;,-0.64937;-0.78889;-1.2022;-0.49223;
DCAKD,0.026413,0.10518,1,1975,-0.25664,4,HGLibB_12451;HGLibA_12465;HGLibB_12452;HGLibB_12453;,-1.4576;-0.45285;-0.38284;-0.13044;
